class,fname,x1,y1,x2,y2
1,06159.jpg,86,81,371,252
122,06160.jpg,59,130,974,675
149,06161.jpg,112,265,1507,1099
103,06162.jpg,46,75,425,255
12,06163.jpg,19,93,382,267
115,06164.jpg,29,102,436,251
67,06165.jpg,19,96,615,416
55,06166.jpg,3,81,500,279
60,06167.jpg,19,94,461,294
185,06168.jpg,42,92,588,288
25,06169.jpg,48,121,387,278
183,06170.jpg,377,430,1308,943
154,06171.jpg,27,84,492,375
83,06172.jpg,43,46,691,364
65,06173.jpg,11,30,293,208
1,06174.jpg,1,1,300,179
181,06175.jpg,14,224,1011,612
75,06176.jpg,27,98,624,390
145,06177.jpg,121,78,730,449
73,06178.jpg,73,9,573,427
6,06179.jpg,131,42,500,349
74,06180.jpg,11,27,259,153
41,06181.jpg,30,25,229,165
105,06182.jpg,34,22,594,330
5,06183.jpg,105,91,528,338
115,06184.jpg,47,211,623,426
145,06185.jpg,163,189,1180,723
150,06186.jpg,18,21,237,213
89,06187.jpg,57,107,752,476
192,06188.jpg,97,137,965,652
109,06189.jpg,55,86,414,301
96,06190.jpg,99,135,931,613
48,06191.jpg,2,30,455,337
133,06192.jpg,75,245,1207,695
22,06193.jpg,34,123,267,209
133,06194.jpg,37,3,639,415
146,06195.jpg,245,97,567,315
6,06196.jpg,6,63,571,303
50,06197.jpg,75,68,583,356
157,06198.jpg,9,8,223,108
53,06199.jpg,7,32,294,213
89,06200.jpg,117,90,538,365
118,06201.jpg,32,55,607,403
28,06202.jpg,36,40,372,290
36,06203.jpg,5,42,636,473
32,06204.jpg,3,31,273,176
53,06205.jpg,72,109,1003,686
8,06206.jpg,3,60,404,215
175,06207.jpg,61,6,299,164
15,06208.jpg,16,6,203,151
87,06209.jpg,19,206,632,467
130,06210.jpg,15,17,343,199
182,06211.jpg,117,53,513,439
48,06212.jpg,19,33,243,148
178,06213.jpg,40,19,599,402
37,06214.jpg,27,5,239,182
50,06215.jpg,131,532,2152,1327
98,06216.jpg,16,74,283,189
41,06217.jpg,202,71,1086,705
80,06218.jpg,35,42,194,105
128,06219.jpg,19,68,603,439
82,06220.jpg,3,43,259,178
104,06221.jpg,60,102,759,418
43,06222.jpg,2,112,552,372
117,06223.jpg,12,32,466,225
17,06224.jpg,313,367,1333,901
47,06225.jpg,47,68,1179,513
36,06226.jpg,155,651,1970,1328
14,06227.jpg,32,111,630,431
106,06228.jpg,48,58,605,373
23,06229.jpg,51,134,594,416
21,06230.jpg,40,244,1144,637
78,06231.jpg,20,82,399,294
163,06232.jpg,18,332,1105,810
41,06233.jpg,6,31,256,128
34,06234.jpg,37,43,217,178
182,06235.jpg,66,70,872,501
23,06236.jpg,27,119,625,462
105,06237.jpg,169,165,707,501
144,06238.jpg,29,86,603,388
10,06239.jpg,15,65,441,258
179,06240.jpg,1,5,639,480
135,06241.jpg,14,42,613,384
123,06242.jpg,45,56,580,347
65,06243.jpg,18,25,230,178
6,06244.jpg,118,402,1011,733
82,06245.jpg,58,87,561,400
125,06246.jpg,33,120,514,471
183,06247.jpg,115,112,1471,1087
90,06248.jpg,68,56,352,213
25,06249.jpg,31,98,371,245
166,06250.jpg,36,21,639,480
152,06251.jpg,21,20,281,167
32,06252.jpg,10,14,394,252
62,06253.jpg,139,371,1954,1241
47,06254.jpg,134,269,664,546
116,06255.jpg,26,41,521,287
122,06256.jpg,3,18,295,159
163,06257.jpg,42,111,521,409
149,06258.jpg,31,17,621,445
168,06259.jpg,60,183,502,532
194,06260.jpg,12,12,787,498
87,06261.jpg,3,181,601,413
1,06262.jpg,6,20,123,88
125,06263.jpg,12,23,245,183
105,06264.jpg,109,118,550,304
26,06265.jpg,78,123,435,283
127,06266.jpg,43,93,612,401
103,06267.jpg,14,60,308,134
74,06268.jpg,1,99,591,400
7,06269.jpg,337,375,1116,745
56,06270.jpg,7,53,386,250
88,06271.jpg,15,35,261,147
183,06272.jpg,20,53,992,667
73,06273.jpg,16,29,480,283
128,06274.jpg,27,45,284,155
144,06275.jpg,86,63,509,317
159,06276.jpg,49,82,965,706
19,06277.jpg,26,21,253,156
37,06278.jpg,20,43,461,329
126,06279.jpg,39,123,615,353
92,06280.jpg,26,17,396,257
173,06281.jpg,66,33,960,613
152,06282.jpg,64,207,907,483
113,06283.jpg,33,51,609,397
57,06284.jpg,7,41,83,64
190,06285.jpg,30,68,366,215
193,06286.jpg,73,301,642,538
176,06287.jpg,54,53,572,356
135,06288.jpg,76,97,971,685
100,06289.jpg,37,7,351,250
107,06290.jpg,8,53,247,137
18,06291.jpg,12,50,196,130
5,06292.jpg,36,185,990,629
113,06293.jpg,49,37,613,428
163,06294.jpg,105,412,1163,816
53,06295.jpg,68,72,424,230
5,06296.jpg,24,38,246,172
88,06297.jpg,4,21,204,121
30,06298.jpg,76,379,1392,843
31,06299.jpg,8,40,247,156
173,06300.jpg,135,159,459,327
156,06301.jpg,180,284,866,572
4,06302.jpg,24,341,1001,696
105,06303.jpg,339,447,1213,699
150,06304.jpg,4,19,470,222
54,06305.jpg,41,60,410,295
98,06306.jpg,6,127,483,298
58,06307.jpg,72,98,565,404
37,06308.jpg,39,188,332,342
7,06309.jpg,25,55,456,279
107,06310.jpg,26,295,1003,727
145,06311.jpg,52,238,1710,1188
95,06312.jpg,39,59,416,322
5,06313.jpg,7,74,292,200
56,06314.jpg,11,75,490,326
149,06315.jpg,27,113,614,369
83,06316.jpg,31,52,291,192
31,06317.jpg,22,45,279,169
153,06318.jpg,36,125,576,479
95,06319.jpg,9,23,293,166
88,06320.jpg,45,23,306,245
68,06321.jpg,45,217,741,499
138,06322.jpg,28,55,270,170
97,06323.jpg,24,102,529,354
108,06324.jpg,20,64,614,396
131,06325.jpg,17,17,279,195
41,06326.jpg,55,88,540,325
98,06327.jpg,127,123,503,299
3,06328.jpg,15,14,278,171
163,06329.jpg,183,191,364,317
123,06330.jpg,31,73,792,429
147,06331.jpg,252,19,494,298
76,06332.jpg,43,512,1994,1399
85,06333.jpg,80,81,575,393
92,06334.jpg,192,63,618,415
19,06335.jpg,27,38,262,152
121,06336.jpg,14,33,288,144
122,06337.jpg,36,23,554,323
174,06338.jpg,6,48,249,168
87,06339.jpg,2,103,633,444
193,06340.jpg,136,124,1084,707
153,06341.jpg,57,173,527,379
177,06342.jpg,112,129,887,478
191,06343.jpg,75,174,487,504
23,06344.jpg,45,35,639,403
52,06345.jpg,10,67,528,352
78,06346.jpg,46,51,457,261
134,06347.jpg,37,235,921,640
168,06348.jpg,1,26,570,336
149,06349.jpg,30,17,620,425
98,06350.jpg,9,102,573,397
132,06351.jpg,3,10,1182,881
161,06352.jpg,74,180,543,433
83,06353.jpg,6,59,447,310
58,06354.jpg,97,32,984,585
56,06355.jpg,30,114,867,413
74,06356.jpg,23,64,274,195
71,06357.jpg,1,37,300,237
46,06358.jpg,26,23,379,269
91,06359.jpg,1,43,1278,806
88,06360.jpg,4,2,106,82
66,06361.jpg,16,46,622,282
18,06362.jpg,2,19,104,60
125,06363.jpg,51,61,534,355
161,06364.jpg,31,63,192,136
172,06365.jpg,13,32,785,464
57,06366.jpg,29,211,619,410
185,06367.jpg,10,80,576,317
134,06368.jpg,53,30,538,265
44,06369.jpg,1,47,279,149
154,06370.jpg,12,39,790,488
179,06371.jpg,242,544,1315,1006
56,06372.jpg,76,59,218,157
196,06373.jpg,73,38,512,374
181,06374.jpg,44,21,420,210
9,06375.jpg,3,21,558,378
126,06376.jpg,8,91,600,408
49,06377.jpg,6,49,709,475
53,06378.jpg,9,70,471,346
144,06379.jpg,209,407,1863,1277
160,06380.jpg,27,22,581,325
9,06381.jpg,24,122,631,411
117,06382.jpg,21,45,557,273
97,06383.jpg,35,111,932,599
101,06384.jpg,27,131,560,350
109,06385.jpg,65,71,590,441
55,06386.jpg,4,106,494,274
28,06387.jpg,53,161,470,322
5,06388.jpg,52,35,246,174
141,06389.jpg,2,50,531,241
189,06390.jpg,81,107,660,431
112,06391.jpg,57,354,967,635
45,06392.jpg,28,83,557,317
170,06393.jpg,169,255,2492,1244
141,06394.jpg,46,59,438,325
39,06395.jpg,54,97,448,278
54,06396.jpg,23,81,606,423
179,06397.jpg,72,13,1021,610
126,06398.jpg,80,172,951,627
161,06399.jpg,10,117,456,330
143,06400.jpg,18,57,247,144
102,06401.jpg,16,433,1585,1072
113,06402.jpg,42,105,581,433
133,06403.jpg,38,72,627,423
124,06404.jpg,12,86,478,305
39,06405.jpg,36,91,601,383
3,06406.jpg,1,1,1484,900
125,06407.jpg,34,41,624,411
139,06408.jpg,42,95,370,229
185,06409.jpg,14,54,453,197
80,06410.jpg,50,80,223,167
38,06411.jpg,2,30,257,168
143,06412.jpg,8,20,191,99
152,06413.jpg,61,93,755,290
120,06414.jpg,34,45,562,345
171,06415.jpg,44,318,976,640
188,06416.jpg,65,15,468,264
144,06417.jpg,105,156,946,536
162,06418.jpg,8,175,793,547
109,06419.jpg,26,16,244,164
110,06420.jpg,38,97,460,316
161,06421.jpg,85,141,588,348
4,06422.jpg,37,93,608,404
177,06423.jpg,31,46,427,255
93,06424.jpg,61,58,420,290
138,06425.jpg,13,99,631,425
34,06426.jpg,68,167,437,325
182,06427.jpg,148,47,547,340
108,06428.jpg,79,132,548,378
146,06429.jpg,20,132,513,365
181,06430.jpg,32,18,232,173
48,06431.jpg,8,195,626,435
19,06432.jpg,41,114,975,670
11,06433.jpg,257,352,1332,840
187,06434.jpg,121,90,838,513
148,06435.jpg,126,80,588,326
139,06436.jpg,9,111,388,258
119,06437.jpg,47,23,585,480
72,06438.jpg,52,105,612,327
144,06439.jpg,309,199,1152,522
181,06440.jpg,18,135,468,314
76,06441.jpg,8,15,253,165
193,06442.jpg,42,69,477,289
31,06443.jpg,34,90,452,352
67,06444.jpg,61,118,581,347
114,06445.jpg,36,122,615,348
122,06446.jpg,13,22,886,556
76,06447.jpg,11,174,967,575
88,06448.jpg,33,19,347,199
151,06449.jpg,29,27,210,112
13,06450.jpg,7,49,255,173
165,06451.jpg,17,72,602,386
145,06452.jpg,645,281,3464,2572
10,06453.jpg,28,175,898,551
138,06454.jpg,95,86,900,599
132,06455.jpg,197,97,575,346
69,06456.jpg,3,53,419,259
45,06457.jpg,120,134,1060,660
29,06458.jpg,65,156,827,447
68,06459.jpg,19,68,606,384
89,06460.jpg,95,35,553,390
94,06461.jpg,69,59,582,434
192,06462.jpg,74,61,584,420
113,06463.jpg,27,32,252,168
113,06464.jpg,5,103,1019,690
196,06465.jpg,43,43,221,169
75,06466.jpg,16,181,992,531
46,06467.jpg,112,149,921,610
84,06468.jpg,21,77,262,167
67,06469.jpg,6,24,254,155
119,06470.jpg,27,79,629,375
195,06471.jpg,35,75,216,179
166,06472.jpg,72,14,463,316
158,06473.jpg,72,69,730,437
140,06474.jpg,96,81,572,400
23,06475.jpg,56,157,590,422
131,06476.jpg,6,32,250,191
83,06477.jpg,44,40,262,184
99,06478.jpg,84,120,560,367
178,06479.jpg,109,118,1456,1150
7,06480.jpg,92,45,534,267
119,06481.jpg,84,76,602,414
167,06482.jpg,193,197,1023,751
139,06483.jpg,20,24,636,295
123,06484.jpg,1,11,92,47
10,06485.jpg,74,106,483,319
29,06486.jpg,2,38,323,293
133,06487.jpg,24,32,609,397
97,06488.jpg,27,172,536,335
182,06489.jpg,190,221,638,419
77,06490.jpg,55,93,608,447
119,06491.jpg,6,66,409,278
176,06492.jpg,35,85,996,626
128,06493.jpg,17,95,398,301
101,06494.jpg,349,402,1122,817
109,06495.jpg,9,15,246,186
187,06496.jpg,43,95,585,422
126,06497.jpg,8,95,618,388
36,06498.jpg,39,91,380,234
114,06499.jpg,96,187,566,357
135,06500.jpg,45,168,535,358
104,06501.jpg,109,89,467,280
70,06502.jpg,9,24,134,102
80,06503.jpg,64,109,395,274
161,06504.jpg,230,218,864,498
44,06505.jpg,2,64,264,198
84,06506.jpg,71,70,418,311
139,06507.jpg,42,66,461,272
58,06508.jpg,157,1187,1491,2055
22,06509.jpg,1,14,275,171
150,06510.jpg,89,1,342,261
82,06511.jpg,8,26,269,116
67,06512.jpg,22,79,407,243
65,06513.jpg,24,76,399,288
54,06514.jpg,13,103,499,281
12,06515.jpg,1,1,639,480
3,06516.jpg,18,84,478,307
169,06517.jpg,115,54,666,425
7,06518.jpg,133,431,1962,1072
170,06519.jpg,165,151,1480,1292
44,06520.jpg,6,53,448,263
103,06521.jpg,39,93,540,229
132,06522.jpg,29,72,982,674
175,06523.jpg,86,77,423,257
171,06524.jpg,11,158,1012,663
73,06525.jpg,135,73,609,365
150,06526.jpg,62,81,467,318
138,06527.jpg,45,71,465,335
54,06528.jpg,51,95,625,472
11,06529.jpg,91,74,509,240
8,06530.jpg,72,73,316,217
39,06531.jpg,12,7,252,182
170,06532.jpg,255,528,1451,1084
127,06533.jpg,12,83,627,465
78,06534.jpg,21,30,463,244
73,06535.jpg,59,94,477,332
21,06536.jpg,22,30,383,181
69,06537.jpg,11,7,265,176
6,06538.jpg,19,126,598,421
9,06539.jpg,28,41,265,198
119,06540.jpg,42,120,591,438
69,06541.jpg,32,61,628,398
164,06542.jpg,33,195,990,590
162,06543.jpg,16,39,228,163
112,06544.jpg,18,154,756,426
21,06545.jpg,38,89,379,281
22,06546.jpg,69,166,760,391
70,06547.jpg,27,153,620,471
89,06548.jpg,63,87,575,440
43,06549.jpg,10,137,579,411
52,06550.jpg,68,122,498,335
83,06551.jpg,15,18,788,417
127,06552.jpg,49,110,579,377
19,06553.jpg,25,106,608,414
88,06554.jpg,25,43,237,164
149,06555.jpg,124,177,567,429
53,06556.jpg,11,28,256,196
27,06557.jpg,18,26,260,138
102,06558.jpg,179,549,1004,879
32,06559.jpg,21,42,453,329
194,06560.jpg,41,59,785,431
190,06561.jpg,83,119,510,392
138,06562.jpg,23,118,608,349
71,06563.jpg,4,51,422,314
90,06564.jpg,22,32,297,188
24,06565.jpg,8,95,430,364
53,06566.jpg,53,121,551,423
59,06567.jpg,26,58,587,397
17,06568.jpg,1,43,128,91
142,06569.jpg,1,87,398,257
13,06570.jpg,99,346,1421,951
2,06571.jpg,20,16,449,300
177,06572.jpg,18,86,631,401
189,06573.jpg,153,412,1806,1080
28,06574.jpg,84,46,512,365
47,06575.jpg,64,70,452,366
184,06576.jpg,64,347,629,577
65,06577.jpg,33,86,614,396
125,06578.jpg,31,15,378,185
64,06579.jpg,15,20,630,477
175,06580.jpg,21,131,628,305
22,06581.jpg,51,147,588,422
129,06582.jpg,74,55,671,388
40,06583.jpg,77,128,1211,711
122,06584.jpg,20,37,480,316
190,06585.jpg,2,9,231,163
14,06586.jpg,44,62,555,294
53,06587.jpg,25,53,238,167
51,06588.jpg,60,129,604,377
55,06589.jpg,121,409,1146,779
76,06590.jpg,137,38,574,371
106,06591.jpg,38,43,225,156
70,06592.jpg,3,30,295,192
25,06593.jpg,112,190,697,483
105,06594.jpg,22,46,643,311
83,06595.jpg,27,34,250,160
83,06596.jpg,5,22,257,159
108,06597.jpg,9,34,240,150
33,06598.jpg,15,43,346,236
92,06599.jpg,81,83,1524,851
14,06600.jpg,29,6,271,168
125,06601.jpg,8,11,194,122
183,06602.jpg,7,1,1597,1207
7,06603.jpg,39,127,595,360
169,06604.jpg,151,442,1950,1100
32,06605.jpg,10,8,747,582
152,06606.jpg,57,147,563,413
127,06607.jpg,124,130,372,269
196,06608.jpg,58,82,1231,789
111,06609.jpg,15,24,234,167
18,06610.jpg,3,3,200,114
54,06611.jpg,8,19,266,179
72,06612.jpg,17,17,249,140
112,06613.jpg,1,199,1492,885
4,06614.jpg,39,29,470,286
112,06615.jpg,11,210,1011,600
23,06616.jpg,32,36,437,272
144,06617.jpg,195,147,838,583
61,06618.jpg,21,164,607,359
115,06619.jpg,26,80,630,458
32,06620.jpg,73,1,412,210
145,06621.jpg,54,92,471,334
175,06622.jpg,36,37,231,198
124,06623.jpg,143,181,984,663
2,06624.jpg,23,134,619,349
105,06625.jpg,52,171,970,563
119,06626.jpg,8,8,234,143
115,06627.jpg,78,143,596,423
59,06628.jpg,94,281,2952,1412
109,06629.jpg,59,42,231,173
51,06630.jpg,19,30,246,154
170,06631.jpg,57,297,757,639
195,06632.jpg,7,7,342,219
35,06633.jpg,24,60,382,292
174,06634.jpg,26,39,252,155
44,06635.jpg,44,96,621,360
41,06636.jpg,49,22,548,358
151,06637.jpg,1,133,400,285
183,06638.jpg,31,5,1247,799
147,06639.jpg,64,59,948,675
69,06640.jpg,12,21,258,161
153,06641.jpg,47,83,380,293
121,06642.jpg,25,14,484,303
64,06643.jpg,106,89,606,425
7,06644.jpg,338,82,1133,733
49,06645.jpg,48,161,725,450
16,06646.jpg,35,41,187,108
71,06647.jpg,12,7,289,232
101,06648.jpg,21,195,588,478
108,06649.jpg,15,70,480,290
76,06650.jpg,5,3,284,129
94,06651.jpg,51,87,573,355
150,06652.jpg,207,454,1766,1100
39,06653.jpg,82,47,565,358
166,06654.jpg,96,8,401,328
143,06655.jpg,52,28,269,210
168,06656.jpg,98,2,554,422
81,06657.jpg,28,67,555,334
188,06658.jpg,13,51,461,336
146,06659.jpg,2,73,635,477
6,06660.jpg,46,86,557,287
164,06661.jpg,103,70,934,688
32,06662.jpg,90,112,681,486
32,06663.jpg,99,114,969,683
18,06664.jpg,62,117,465,250
49,06665.jpg,80,142,567,366
79,06666.jpg,14,117,617,383
60,06667.jpg,9,29,259,153
166,06668.jpg,49,34,751,501
134,06669.jpg,61,58,269,148
106,06670.jpg,17,49,536,302
158,06671.jpg,4,76,583,326
181,06672.jpg,60,51,622,424
189,06673.jpg,33,55,531,414
188,06674.jpg,76,178,353,328
10,06675.jpg,204,410,986,730
32,06676.jpg,41,4,275,192
20,06677.jpg,70,88,247,188
21,06678.jpg,7,149,897,556
147,06679.jpg,60,45,594,428
132,06680.jpg,416,420,988,777
142,06681.jpg,3,9,249,144
118,06682.jpg,135,81,375,230
9,06683.jpg,13,98,287,198
57,06684.jpg,37,171,1052,472
151,06685.jpg,5,99,292,191
140,06686.jpg,44,275,1237,858
96,06687.jpg,24,117,468,364
103,06688.jpg,10,84,551,321
185,06689.jpg,316,432,1690,1458
79,06690.jpg,20,130,607,421
90,06691.jpg,3,22,149,110
71,06692.jpg,7,128,1003,688
61,06693.jpg,138,163,783,417
98,06694.jpg,55,61,480,257
82,06695.jpg,4,37,220,119
30,06696.jpg,42,75,382,273
174,06697.jpg,76,104,455,284
165,06698.jpg,33,57,255,162
141,06699.jpg,102,92,937,567
147,06700.jpg,23,31,790,395
47,06701.jpg,51,14,560,409
50,06702.jpg,103,7,549,278
27,06703.jpg,44,44,563,261
25,06704.jpg,172,137,501,358
22,06705.jpg,59,25,260,127
177,06706.jpg,93,153,807,472
105,06707.jpg,46,78,583,334
12,06708.jpg,106,168,752,512
102,06709.jpg,126,270,694,466
175,06710.jpg,39,328,754,567
90,06711.jpg,55,20,393,205
36,06712.jpg,40,84,959,700
46,06713.jpg,28,84,453,282
33,06714.jpg,80,51,650,409
53,06715.jpg,25,50,1608,843
21,06716.jpg,11,79,295,223
166,06717.jpg,167,54,610,551
6,06718.jpg,97,2,599,409
47,06719.jpg,21,42,563,248
125,06720.jpg,169,301,1489,991
151,06721.jpg,53,388,1236,729
168,06722.jpg,155,242,954,653
116,06723.jpg,252,217,536,392
129,06724.jpg,4,6,261,99
145,06725.jpg,267,128,1517,965
66,06726.jpg,82,174,994,640
170,06727.jpg,125,131,1529,977
48,06728.jpg,5,41,194,150
41,06729.jpg,292,232,857,509
187,06730.jpg,199,219,1369,781
83,06731.jpg,29,21,583,382
147,06732.jpg,26,31,681,412
134,06733.jpg,97,104,285,210
26,06734.jpg,66,349,643,545
92,06735.jpg,13,237,602,434
148,06736.jpg,21,64,289,171
110,06737.jpg,83,105,480,375
80,06738.jpg,38,59,597,452
54,06739.jpg,13,20,293,147
166,06740.jpg,47,51,611,432
20,06741.jpg,50,53,545,377
76,06742.jpg,6,15,315,142
193,06743.jpg,113,38,485,280
92,06744.jpg,5,36,239,140
137,06745.jpg,65,145,564,395
113,06746.jpg,18,44,443,314
72,06747.jpg,20,122,1009,667
86,06748.jpg,15,36,290,181
121,06749.jpg,68,87,909,631
95,06750.jpg,14,122,626,377
3,06751.jpg,8,80,250,184
27,06752.jpg,22,160,1360,739
147,06753.jpg,34,14,1005,658
119,06754.jpg,22,61,774,517
135,06755.jpg,32,59,469,298
22,06756.jpg,80,104,284,196
56,06757.jpg,10,143,539,334
34,06758.jpg,57,4,269,161
196,06759.jpg,176,89,1175,735
115,06760.jpg,15,50,385,295
109,06761.jpg,22,53,329,204
82,06762.jpg,23,24,237,177
80,06763.jpg,11,45,253,189
137,06764.jpg,54,77,609,402
68,06765.jpg,31,86,758,501
158,06766.jpg,2,95,318,183
62,06767.jpg,24,4,235,173
40,06768.jpg,49,293,1003,696
179,06769.jpg,68,183,549,349
76,06770.jpg,35,6,276,190
10,06771.jpg,35,105,598,351
72,06772.jpg,28,43,236,152
139,06773.jpg,24,22,559,371
5,06774.jpg,115,507,2457,1658
106,06775.jpg,129,38,326,114
168,06776.jpg,143,85,482,373
183,06777.jpg,109,359,1477,1082
22,06778.jpg,51,103,284,192
60,06779.jpg,40,40,569,306
61,06780.jpg,9,112,439,278
44,06781.jpg,9,39,272,156
8,06782.jpg,64,96,596,360
192,06783.jpg,163,229,1033,651
3,06784.jpg,1,66,619,339
180,06785.jpg,142,72,367,235
128,06786.jpg,60,79,576,401
47,06787.jpg,22,100,435,313
108,06788.jpg,28,46,263,183
143,06789.jpg,8,22,249,127
82,06790.jpg,14,111,788,388
167,06791.jpg,61,178,1240,1066
39,06792.jpg,74,166,619,430
21,06793.jpg,17,71,227,175
47,06794.jpg,152,46,1137,744
156,06795.jpg,26,375,1001,734
90,06796.jpg,57,88,361,293
146,06797.jpg,220,153,415,263
99,06798.jpg,39,46,1413,904
112,06799.jpg,72,114,1019,692
42,06800.jpg,9,51,293,165
59,06801.jpg,7,97,422,295
67,06802.jpg,10,130,477,273
89,06803.jpg,70,21,670,466
85,06804.jpg,42,39,589,437
143,06805.jpg,15,38,228,174
126,06806.jpg,50,173,579,375
61,06807.jpg,52,129,579,320
149,06808.jpg,132,109,870,513
106,06809.jpg,8,29,252,188
72,06810.jpg,13,45,294,171
106,06811.jpg,21,29,229,175
133,06812.jpg,59,133,955,688
119,06813.jpg,120,151,534,345
106,06814.jpg,37,32,747,505
54,06815.jpg,46,93,423,283
3,06816.jpg,10,24,254,158
106,06817.jpg,5,50,499,308
136,06818.jpg,17,40,245,153
192,06819.jpg,139,101,678,410
166,06820.jpg,2,3,541,479
190,06821.jpg,56,76,750,485
148,06822.jpg,22,186,975,652
31,06823.jpg,74,56,577,276
110,06824.jpg,21,52,638,340
114,06825.jpg,117,226,1404,1055
22,06826.jpg,70,77,479,241
142,06827.jpg,32,17,427,250
92,06828.jpg,8,50,242,129
35,06829.jpg,28,36,570,285
20,06830.jpg,15,155,486,323
166,06831.jpg,114,48,570,450
8,06832.jpg,1,239,1436,932
1,06833.jpg,3,23,132,98
67,06834.jpg,75,47,327,246
182,06835.jpg,63,76,551,321
103,06836.jpg,10,122,432,243
164,06837.jpg,259,730,1381,1117
164,06838.jpg,66,22,984,617
2,06839.jpg,34,53,270,139
161,06840.jpg,55,116,639,377
177,06841.jpg,13,46,291,165
135,06842.jpg,13,166,1005,638
136,06843.jpg,23,52,270,188
178,06844.jpg,34,49,872,430
14,06845.jpg,90,40,628,365
138,06846.jpg,80,82,831,572
87,06847.jpg,45,157,596,395
74,06848.jpg,2,24,255,138
48,06849.jpg,14,41,463,322
5,06850.jpg,101,314,894,612
145,06851.jpg,91,258,1079,825
24,06852.jpg,20,122,465,307
121,06853.jpg,61,39,206,160
158,06854.jpg,31,60,253,145
145,06855.jpg,45,89,988,612
71,06856.jpg,32,52,432,277
14,06857.jpg,17,27,207,98
180,06858.jpg,184,185,571,314
12,06859.jpg,40,98,595,377
40,06860.jpg,20,46,291,170
162,06861.jpg,43,135,756,420
62,06862.jpg,28,85,577,309
50,06863.jpg,69,191,722,430
75,06864.jpg,128,194,519,407
148,06865.jpg,40,48,287,191
187,06866.jpg,39,141,602,337
185,06867.jpg,13,93,880,511
84,06868.jpg,44,158,568,371
15,06869.jpg,17,17,236,170
196,06870.jpg,104,165,416,381
18,06871.jpg,34,28,171,104
178,06872.jpg,20,38,615,394
18,06873.jpg,1,3,224,95
155,06874.jpg,26,11,269,221
125,06875.jpg,10,22,488,280
71,06876.jpg,8,36,455,318
139,06877.jpg,27,33,608,381
114,06878.jpg,39,222,1021,587
29,06879.jpg,66,80,426,192
72,06880.jpg,11,8,575,314
84,06881.jpg,28,75,618,290
79,06882.jpg,95,105,917,592
59,06883.jpg,109,142,530,323
155,06884.jpg,79,139,447,317
30,06885.jpg,62,318,1455,803
57,06886.jpg,9,1,799,501
101,06887.jpg,6,529,737,945
86,06888.jpg,103,414,1643,1086
182,06889.jpg,44,126,613,429
108,06890.jpg,196,43,1372,1156
29,06891.jpg,31,10,718,323
31,06892.jpg,6,17,297,179
115,06893.jpg,29,179,623,438
27,06894.jpg,24,46,607,242
154,06895.jpg,147,737,1950,1430
9,06896.jpg,4,61,423,276
162,06897.jpg,11,22,394,178
66,06898.jpg,29,93,485,334
148,06899.jpg,135,135,865,613
144,06900.jpg,105,169,733,477
82,06901.jpg,55,16,499,280
55,06902.jpg,283,346,1357,877
97,06903.jpg,95,120,581,336
12,06904.jpg,26,36,302,221
114,06905.jpg,6,19,285,174
10,06906.jpg,37,229,563,429
32,06907.jpg,105,68,393,269
146,06908.jpg,37,32,337,240
147,06909.jpg,45,75,591,421
101,06910.jpg,213,138,588,390
177,06911.jpg,70,45,436,271
115,06912.jpg,25,44,626,420
91,06913.jpg,39,114,603,377
20,06914.jpg,100,145,590,308
42,06915.jpg,44,42,581,280
25,06916.jpg,54,95,603,376
60,06917.jpg,12,62,310,181
139,06918.jpg,104,227,1168,706
30,06919.jpg,26,102,633,389
156,06920.jpg,7,164,636,342
9,06921.jpg,12,58,248,150
133,06922.jpg,57,29,690,409
55,06923.jpg,16,72,452,216
48,06924.jpg,44,34,225,159
60,06925.jpg,25,34,588,254
150,06926.jpg,120,80,673,445
178,06927.jpg,44,178,564,402
138,06928.jpg,29,23,463,333
110,06929.jpg,7,31,294,214
142,06930.jpg,63,80,557,421
87,06931.jpg,46,120,675,343
127,06932.jpg,20,55,285,177
145,06933.jpg,47,39,751,337
30,06934.jpg,42,79,371,273
193,06935.jpg,21,107,484,273
141,06936.jpg,19,61,222,139
91,06937.jpg,14,180,1017,708
79,06938.jpg,23,108,613,355
125,06939.jpg,54,74,588,394
76,06940.jpg,31,74,689,411
55,06941.jpg,7,406,1492,1024
134,06942.jpg,216,214,816,447
123,06943.jpg,1,37,260,161
79,06944.jpg,22,82,988,533
30,06945.jpg,102,191,973,559
70,06946.jpg,17,48,234,154
17,06947.jpg,14,61,938,406
94,06948.jpg,78,13,556,419
26,06949.jpg,192,135,647,437
167,06950.jpg,59,291,963,640
133,06951.jpg,183,113,506,367
41,06952.jpg,7,10,206,115
39,06953.jpg,268,440,953,820
20,06954.jpg,96,33,687,264
142,06955.jpg,47,91,491,286
23,06956.jpg,42,64,267,195
137,06957.jpg,44,57,506,390
179,06958.jpg,50,137,583,395
80,06959.jpg,13,136,626,380
194,06960.jpg,45,142,591,337
147,06961.jpg,185,40,1648,1065
92,06962.jpg,4,73,480,238
109,06963.jpg,69,99,582,368
108,06964.jpg,7,56,286,174
184,06965.jpg,30,106,599,340
85,06966.jpg,66,49,959,706
113,06967.jpg,10,102,451,360
131,06968.jpg,57,69,467,328
21,06969.jpg,99,147,712,516
96,06970.jpg,95,22,499,216
71,06971.jpg,65,83,420,305
52,06972.jpg,7,103,456,280
